"UNIPROT_ID"	"markers"	"bandle.allocation_DMSO"	"bandle.loc.probability_DMSO"	"bandle.loc.outlier_DMSO"	"confident.localisation_DMSO"	"bandle.allocation_Tg"	"bandle.loc.probability_Tg"	"bandle.loc.outlier_Tg"	"confident.localisation_Tg"	"bandle.diff.loc.prob"	"bandle.diff.loc.prob_lower_quartile"	"GENES"	"ENTRY-NAME"	"PROTEIN-NAMES"	"FUNCTION"
"P31949"	"unknown"	"GOLGI"	1	1	"Undefined"	"NUCLEOPLASM-2"	0.999999999999999	1	"Undefined"	0.998138729395628	0.997575952289915	"S100A11 MLN70 S100C"	"S10AB_HUMAN"	"Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]"	"FUNCTION: Facilitates the differentiation and the cornification of keratinocytes. {ECO:0000269|PubMed:18618420}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P33121"	"unknown"	"CYTOSOL"	0.999999902478472	1	"Undefined"	"NUCLEOPLASM-2"	0.999992846151953	1	"Undefined"	0.99789493842321	0.997309222636323	"ACSL1 FACL1 FACL2 LACS LACS1 LACS2"	"ACSL1_HUMAN"	"Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Acyl-CoA synthetase 1) (ACS1) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2) (Phytanate--CoA ligase) (EC 6.2.1.24)"	"FUNCTION: Catalyzes the conversion of long-chain fatty acids to their active form acyl-CoAs for both synthesis of cellular lipids, and degradation via beta-oxidation (PubMed:24269233, PubMed:22633490, PubMed:21242590). Preferentially uses palmitoleate, oleate and linoleate (PubMed:24269233). Preferentially activates arachidonate than epoxyeicosatrienoic acids (EETs) or hydroxyeicosatrienoic acids (HETEs) (By similarity). {ECO:0000250|UniProtKB:P18163, ECO:0000269|PubMed:21242590, ECO:0000269|PubMed:22633490, ECO:0000269|PubMed:24269233}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P33527"	"unknown"	"ER"	1	0	"ER"	"MITOCHONDRIA"	0.999999962636479	0	"MITOCHONDRIA"	0.997932076103558	0.997366790748436	"ABCC1 MRP MRP1"	"MRP1_HUMAN"	"Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)"	"FUNCTION: Mediates export of organic anions and drugs from the cytoplasm (PubMed:7961706, PubMed:16230346, PubMed:9281595, PubMed:10064732, PubMed:11114332). Mediates ATP-dependent transport of glutathione and glutathione conjugates, leukotriene C4, estradiol-17-beta-o-glucuronide, methotrexate, antiviral drugs and other xenobiotics (PubMed:7961706, PubMed:16230346, PubMed:9281595, PubMed:10064732, PubMed:11114332). Confers resistance to anticancer drugs by decreasing accumulation of drug in cells, and by mediating ATP- and GSH-dependent drug export (PubMed:9281595). Hydrolyzes ATP with low efficiency (PubMed:16230346). Catalyzes the export of sphingosine 1-phosphate from mast cells independently of their degranulation (PubMed:17050692). Participates in inflammatory response by allowing export of leukotriene C4 from leukotriene C4-synthezing cells (By similarity). {ECO:0000250|UniProtKB:O35379, ECO:0000269|PubMed:10064732, ECO:0000269|PubMed:11114332, ECO:0000269|PubMed:16230346, ECO:0000269|PubMed:17050692, ECO:0000269|PubMed:7961706, ECO:0000269|PubMed:9281595}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P35240"	"unknown"	"PM"	0.999999999916193	0	"PM"	"ER"	0.999999998816672	0	"ER"	0.997878830495557	0.997078733785639	"NF2 SCH"	"MERL_HUMAN"	"Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomerlin) (Schwannomin)"	"FUNCTION: Probable regulator of the Hippo/SWH (Sav/Wts/Hpo) signaling pathway, a signaling pathway that plays a pivotal role in tumor suppression by restricting proliferation and promoting apoptosis. Along with WWC1 can synergistically induce the phosphorylation of LATS1 and LATS2 and can probably function in the regulation of the Hippo/SWH (Sav/Wts/Hpo) signaling pathway. May act as a membrane stabilizing protein. May inhibit PI3 kinase by binding to AGAP2 and impairing its stimulating activity. Suppresses cell proliferation and tumorigenesis by inhibiting the CUL4A-RBX1-DDB1-VprBP/DCAF1 E3 ubiquitin-protein ligase complex. {ECO:0000269|PubMed:20159598, ECO:0000269|PubMed:20178741, ECO:0000269|PubMed:21167305}."
"P35241"	"unknown"	"CYTOSOL"	0.999999558187204	1	"Undefined"	"NUCLEOPLASM-2"	0.999980369491055	1	"Undefined"	0.99787847463444	0.997062278210425	"RDX"	"RADI_HUMAN"	"Radixin"	"FUNCTION: Probably plays a crucial role in the binding of the barbed end of actin filaments to the plasma membrane."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P37235"	"unknown"	"PM"	0.999999999985438	0	"PM"	"ER"	0.999999999999999	1	"Undefined"	0.998127074491006	0.997516298403464	"HPCAL1 BDR1"	"HPCL1_HUMAN"	"Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3) (VILIP-3)"	"FUNCTION: May be involved in the calcium-dependent regulation of rhodopsin phosphorylation."
"P37268"	"unknown"	"PM"	0.999998629735451	0	"PM"	"ER"	0.999425999170232	0	"ER"	0.998184199457099	0.997681455281873	"FDFT1"	"FDFT_HUMAN"	"Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase 1)"	"FUNCTION: Catalyzes the condensation of 2 farnesyl pyrophosphate (FPP) moieties to form squalene. Proceeds in two distinct steps. In the first half-reaction, two molecules of FPP react to form the stable presqualene diphosphate intermediate (PSQPP), with concomitant release of a proton and a molecule of inorganic diphosphate. In the second half-reaction, PSQPP undergoes heterolysis, isomerization, and reduction with NADPH or NADH to form squalene. It is the first committed enzyme of the sterol biosynthesis pathway. {ECO:0000269|PubMed:10896663, ECO:0000269|PubMed:24531458}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P37840"	"unknown"	"CYTOSOL"	0.999999890095639	1	"Undefined"	"NUCLEOPLASM-2"	1	0	"NUCLEOPLASM-2"	0.997934590328766	0.997437735111797	"SNCA NACP PARK1"	"SYUA_HUMAN"	"Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)"	"FUNCTION: Neuronal protein that plays several roles in synaptic activity such as regulation of synaptic vesicle trafficking and subsequent neurotransmitter release. Participates as a monomer in synaptic vesicle exocytosis by enhancing vesicle priming, fusion and dilation of exocytotic fusion pores (PubMed:28288128, PubMed:30404828). Mechanistically, acts by increasing local Ca(2+) release from microdomains which is essential for the enhancement of ATP-induced exocytosis (PubMed:30404828). Acts also as a molecular chaperone in its multimeric membrane-bound state, assisting in the folding of synaptic fusion components called SNAREs (Soluble NSF Attachment Protein REceptors) at presynaptic plasma membrane in conjunction with cysteine string protein-alpha/DNAJC5 (PubMed:20798282). This chaperone activity is important to sustain normal SNARE-complex assembly during aging (PubMed:20798282). Plays also a role in the regulation of the dopamine neurotransmission by associating with the dopamine transporter (DAT1) and thereby modulating its activity (PubMed:26442590). {ECO:0000269|PubMed:20798282, ECO:0000269|PubMed:26442590, ECO:0000269|PubMed:28288128, ECO:0000269|PubMed:30404828}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P39687"	"unknown"	"GOLGI"	1	1	"Undefined"	"NUCLEOPLASM-2"	1	1	"Undefined"	0.997987120236789	0.997157423925043	"ANP32A C15orf1 LANP MAPM PHAP1"	"AN32A_HUMAN"	"Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI)"	"FUNCTION: Multifunctional protein that is involved in the regulation of many processes including tumor suppression, apoptosis, cell cycle progression or transcription (PubMed:16341127, PubMed:11360199, PubMed:18439902, PubMed:10400610). Promotes apoptosis by favouring the activation of caspase-9/CASP9 and allowing apoptosome formation (PubMed:18439902). In addition, plays a role in the modulation of histone acetylation and transcription as part of the INHAT (inhibitor of histone acetyltransferases) complex. Inhibits the histone-acetyltranferase activity of EP300/CREBBP (CREB-binding protein) and EP300/CREBBP-associated factor by histone masking (PubMed:11830591). Preferentially binds to unmodified histone H3 and sterically inhibiting its acetylation and phosphorylation leading to cell growth inhibition (PubMed:16341127). Participates in other biochemical processes such as regulation of mRNA nuclear-to-cytoplasmic translocation and stability by its association with ELAVL1 (Hu-antigen R) (PubMed:18180367). Plays a role in E4F1-mediated transcriptional repression as well as inhibition of protein phosphatase 2A (PubMed:15642345, PubMed:17557114). {ECO:0000269|PubMed:10400610, ECO:0000269|PubMed:11360199, ECO:0000269|PubMed:11830591, ECO:0000269|PubMed:15642345, ECO:0000269|PubMed:16341127, ECO:0000269|PubMed:17557114, ECO:0000269|PubMed:18180367, ECO:0000269|PubMed:18439902}.; FUNCTION: (Microbial infection) Plays an essential role in influenza A, B and C viral genome replication (PubMed:32694517, PubMed:33045004, PubMed:33208942, PubMed:30666459). Mechanistically, mediates the assembly of the viral replicase asymmetric dimers composed of PB1, PB2 and PA via its N-terminal region (PubMed:33208942). Plays also an essential role in foamy virus mRNA export from the nucleus (PubMed:21159877). {ECO:0000269|PubMed:21159877, ECO:0000269|PubMed:30666459, ECO:0000269|PubMed:32694517, ECO:0000269|PubMed:33045004, ECO:0000269|PubMed:33208942}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P40855"	"unknown"	"ER"	0.999012945154069	1	"Undefined"	"NUCLEOPLASM-2"	1	1	"Undefined"	0.998036087055982	0.997471745411913	"PEX19 HK33 PXF OK/SW-cl.22"	"PEX19_HUMAN"	"Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein)"	"FUNCTION: Necessary for early peroxisomal biogenesis. Acts both as a cytosolic chaperone and as an import receptor for peroxisomal membrane proteins (PMPs). Binds and stabilizes newly synthesized PMPs in the cytoplasm by interacting with their hydrophobic membrane-spanning domains, and targets them to the peroxisome membrane by binding to the integral membrane protein PEX3. Excludes CDKN2A from the nucleus and prevents its interaction with MDM2, which results in active degradation of TP53. {ECO:0000269|PubMed:10051604, ECO:0000269|PubMed:10704444, ECO:0000269|PubMed:11259404, ECO:0000269|PubMed:11883941, ECO:0000269|PubMed:14709540, ECO:0000269|PubMed:15007061}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P43378"	"unknown"	"GOLGI"	1	0.983	"Undefined"	"CYTOSOL"	0.916580057644023	1	"Undefined"	0.998083936013124	0.997522549136706	"PTPN9"	"PTN9_HUMAN"	"Tyrosine-protein phosphatase non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase MEG2)"	"FUNCTION: Protein-tyrosine phosphatase that could participate in the transfer of hydrophobic ligands or in functions of the Golgi apparatus. {ECO:0000269|PubMed:19167335}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P46459"	"unknown"	"GOLGI"	0.999999999688701	1	"Undefined"	"NUCLEOPLASM-2"	0.570396763605148	1	"Undefined"	0.997891340711335	0.997247700939691	"NSF"	"NSF_HUMAN"	"Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)"	"FUNCTION: Required for vesicle-mediated transport. Catalyzes the fusion of transport vesicles within the Golgi cisternae. Is also required for transport from the endoplasmic reticulum to the Golgi stack. Seems to function as a fusion protein required for the delivery of cargo proteins to all compartments of the Golgi stack independent of vesicle origin. Interaction with AMPAR subunit GRIA2 leads to influence GRIA2 membrane cycling (By similarity). {ECO:0000250}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P46821"	"unknown"	"GOLGI"	1	1	"Undefined"	"NUCLEOPLASM-2"	1	1	"Undefined"	0.997894628556617	0.997115457893324	"MAP1B"	"MAP1B_HUMAN"	"Microtubule-associated protein 1B (MAP-1B) [Cleaved into: MAP1B heavy chain; MAP1 light chain LC1]"	"FUNCTION: Facilitates tyrosination of alpha-tubulin in neuronal microtubules (By similarity). Phosphorylated MAP1B may play a role in the cytoskeletal changes that accompany neurite extension. Possibly MAP1B binds to at least two tubulin subunits in the polymer, and this bridging of subunits might be involved in nucleating microtubule polymerization and in stabilizing microtubules. Acts as a positive cofactor in DAPK1-mediated autophagic vesicle formation and membrane blebbing. {ECO:0000250, ECO:0000269|PubMed:18195017}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P48509"	"unknown"	"PM"	0.998796525766463	0	"PM"	"LYSOSOME"	0.999999985011416	0	"LYSOSOME"	0.99810142797375	0.99741851277537	"CD151 TSPAN24"	"CD151_HUMAN"	"CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151)"	"FUNCTION: Essential for the proper assembly of the glomerular and tubular basement membranes in kidney. {ECO:0000269|PubMed:15265795}.; FUNCTION: (Microbial infection) Plays a role in human papillomavirus 16/HPV-16 endocytosis upon binding to cell surface receptor. {ECO:0000269|PubMed:24553111}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P48681"	"unknown"	"GOLGI"	0.774182528471292	1	"Undefined"	"NUCLEOPLASM-2"	1	1	"Undefined"	0.998193285475796	0.997560551066132	"NES Nbla00170"	"NEST_HUMAN"	"Nestin"	"FUNCTION: Required for brain and eye development. Promotes the disassembly of phosphorylated vimentin intermediate filaments (IF) during mitosis and may play a role in the trafficking and distribution of IF proteins and other cellular factors to daughter cells during progenitor cell division. Required for survival, renewal and mitogen-stimulated proliferation of neural progenitor cells (By similarity). {ECO:0000250}."
"P48723"	"unknown"	"PM"	0.999999555813301	0	"PM"	"LYSOSOME"	0.999999999969754	0	"LYSOSOME"	0.998102212789539	0.997502861641788	"HSPA13 STCH"	"HSP13_HUMAN"	"Heat shock 70 kDa protein 13 (Microsomal stress-70 protein ATPase core) (Stress-70 protein chaperone microsome-associated 60 kDa protein)"	"FUNCTION: Has peptide-independent ATPase activity."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P49321"	"unknown"	"GOLGI"	1	1	"Undefined"	"NUCLEOPLASM-2"	1	1	"Undefined"	0.998080336573777	0.997489484352835	"NASP"	"NASP_HUMAN"	"Nuclear autoantigenic sperm protein (NASP)"	"FUNCTION: Required for DNA replication, normal cell cycle progression and cell proliferation. Forms a cytoplasmic complex with HSP90 and H1 linker histones and stimulates HSP90 ATPase activity. NASP and H1 histone are subsequently released from the complex and translocate to the nucleus where the histone is released for binding to DNA. {ECO:0000250|UniProtKB:Q99MD9}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P50479"	"unknown"	"CYTOSOL"	0.9999999994674	1	"Undefined"	"NUCLEOPLASM-2"	0.999309568449506	1	"Undefined"	0.997860219495105	0.997192845675792	"PDLIM4 RIL"	"PDLI4_HUMAN"	"PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)"	"FUNCTION: [Isoform 1]: Suppresses SRC activation by recognizing and binding to active SRC and facilitating PTPN13-mediated dephosphorylation of SRC 'Tyr-419' leading to its inactivation. Inactivated SRC dissociates from this protein allowing the initiation of a new SRC inactivation cycle (PubMed:19307596). Involved in reorganization of the actin cytoskeleton (PubMed:21636573). In nonmuscle cells, binds to ACTN1 (alpha-actinin-1), increases the affinity of ACTN1 to F-actin (filamentous actin), and promotes formation of actin stress fibers. Involved in regulation of the synaptic AMPA receptor transport in dendritic spines of hippocampal pyramidal neurons directing the receptors toward an insertion at the postsynaptic membrane. Links endosomal surface-internalized GRIA1-containing AMPA receptors to the alpha-actinin/actin cytoskeleton. Increases AMPA receptor-mediated excitatory postsynaptic currents in neurons (By similarity). {ECO:0000250|UniProtKB:P36202, ECO:0000269|PubMed:19307596, ECO:0000269|PubMed:21636573}.; FUNCTION: [Isoform 2]: Involved in reorganization of the actin cytoskeleton and in regulation of cell migration. In response to oxidative stress, binds to NQO1, which stabilizes it and protects it from ubiquitin-independent degradation by the core 20S proteasome. Stabilized protein is able to heterodimerize with isoform 1 changing the subcellular location of it from cytoskeleton and nuclei to cytosol, leading to loss of isoforms 1 ability to induce formation of actin stress fibers. Counteracts the effects produced by isoform 1 on organization of actin cytoskeleton and cell motility to fine-tune actin cytoskeleton rearrangement and to attenuate cell migration. {ECO:0000269|PubMed:21636573}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P51148"	"unknown"	"PM"	0.999999986465619	0	"PM"	"LYSOSOME"	0.999761628034338	0	"LYSOSOME"	0.998109637920532	0.997475899453666	"RAB5C RABL"	"RAB5C_HUMAN"	"Ras-related protein Rab-5C (EC 3.6.5.2) (L1880) (RAB5L)"	"FUNCTION: Protein transport. Probably involved in vesicular traffic. {ECO:0000250|UniProtKB:P20339}."
"P51151"	"unknown"	"PM"	0.998529550937317	0	"PM"	"LYSOSOME"	0.999990558655779	0	"LYSOSOME"	0.998085707817653	0.99743673092821	"RAB9A RAB9"	"RAB9A_HUMAN"	"Ras-related protein Rab-9A"	"FUNCTION: Involved in the transport of proteins between the endosomes and the trans Golgi network. Involved in the recruitment of SGSM2 to melanosomes and is required for the proper trafficking of melanogenic enzymes TYR, TYRP1 and DCT/TYRP2 to melanosomes in melanocytes. {ECO:0000250|UniProtKB:P24408, ECO:0000250|UniProtKB:Q9R0M6}."
"P51178"	"unknown"	"PM"	0.999891117167318	1	"Undefined"	"ER"	0.99999999999987	0.893	"Undefined"	0.99798152499052	0.997265309110804	"PLCD1"	"PLCD1_HUMAN"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-III) (PLC-III) (Phospholipase C-delta-1) (PLC-delta-1)"	"FUNCTION: The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes (PubMed:9188725). Essential for trophoblast and placental development (By similarity). Binds phosphatidylinositol 4,5-bisphosphate (PubMed:7890667, PubMed:9188725). {ECO:0000250|UniProtKB:Q8R3B1, ECO:0000269|PubMed:7890667, ECO:0000269|PubMed:9188725}."
"P51397"	"unknown"	"CYTOSOL"	0.995597103915094	1	"Undefined"	"ER"	1	0.004	"ER"	0.99812065484979	0.997524032713616	"DAP DAP1"	"DAP1_HUMAN"	"Death-associated protein 1 (DAP-1)"	"FUNCTION: Negative regulator of autophagy. Involved in mediating interferon-gamma-induced cell death. {ECO:0000269|PubMed:20537536}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P51858"	"unknown"	"GOLGI"	1	1	"Undefined"	"NUCLEOPLASM-2"	1	1	"Undefined"	0.998218036916039	0.997637922594313	"HDGF HMG1L2"	"HDGF_HUMAN"	"Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2)"	"FUNCTION: [Isoform 1]: Acts as a transcriptional repressor (PubMed:17974029). Has mitogenic activity for fibroblasts (PubMed:11751870, PubMed:26845719). Heparin-binding protein (PubMed:15491618). {ECO:0000269|PubMed:11751870, ECO:0000269|PubMed:15491618, ECO:0000269|PubMed:17974029, ECO:0000269|PubMed:26845719}.; FUNCTION: [Isoform 2]: Does not have mitogenic activity for fibroblasts (PubMed:26845719). Does not bind heparin (PubMed:26845719). {ECO:0000269|PubMed:26845719}.; FUNCTION: [Isoform 3]: Has mitogenic activity for fibroblasts (PubMed:26845719). Heparin-binding protein (PubMed:26845719). {ECO:0000269|PubMed:26845719}."
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
